SEGMENTID,LON,LAT,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
115582,-73.87443094,40.68985533,0,N,1,7250,3,3090744,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,NYPD,33124201,0,CYPRESS HILLS CEMETERY
166326,-73.96074706,40.81027654,0,G,2,10138,7,1088704,1,05/14/2009 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,2,NYPD,13222501,1050776,TEACHERS COLLEGE COLUMBIA
24555,-73.9833246,40.71555542,0,,,15460,2,1079026,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,9,NYPD,,1004790,BIALYSTOKER SYNAGOGUE
158844,-73.96508967,40.76854871,395,G,2,11900,7,1081419,1,05/14/2009 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,2,NYPD,12323001,1034288,HUNTER COLLEGE
151809,-73.79473685,40.722088,518,G,2,13674,7,4462481,4,05/14/2009 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,2,DoITT,46365001,5173819,SAINT JOHN'S COLLEGE
292076,-73.90871384,40.91018862,1519,X,1,1007575,4,2116428,2,08/17/2011 12:00:00 AM +0000,12/15/2015 12:00:00 AM +0000,5,OTHER,21370011,9111138,WEILL PAVILION
173773,-73.93823208,40.84886612,0,N,1,2958,1,1064259,1,05/14/2009 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,6,EMS,19733501,1057398,G WASHINGTON BRIDGE TERMINAL
22392,-73.99663166,40.68136737,0,,2,1028872,2,3004823,3,12/06/2016 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,7,OTHER,,3311533,KIDVILLE CARROLL GARDENS
70307,-73.91065972,40.80191502,0,,2,1029769,5,2003992,2,05/18/2017 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,7,OTHER,,2007340,BRONX BREWERY
34936,-73.95982854,40.71557024,0,,1,1029770,2,3421593,3,05/18/2017 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,7,OTHER,,5170193,APPLE STORE WILLIAMSBURG
292076,-73.90882182,40.90966378,1519,X,1,1007576,4,2100720,2,08/17/2011 12:00:00 AM +0000,12/15/2015 12:00:00 AM +0000,5,OTHER,21370008,2099096,STOLZ PAVILION
34976,-73.957599,40.72164596,0,,1,1029771,5,3061536,3,05/18/2017 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,7,OTHER,,3078698,BROOKLYN BREWERY
34973,-73.95885609,40.72081257,0,,1,1029773,4,3418123,3,05/18/2017 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,7,OTHER,,5180100,HOXTON HOTEL
292076,-73.90874976,40.91019243,1519,X,1,1007577,4,2116428,2,08/17/2011 12:00:00 AM +0000,12/15/2015 12:00:00 AM +0000,5,OTHER,21370004,9111138,HEBREW HOME AGED LINK BUILDING
43993,-73.90725121,40.66468488,101,X,1,13830,3,3326521,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,32348328,3109144,BROWNSVILLE PROJECTS BLDG 25
30805,-73.95848176,40.71534429,0,,2,1029774,4,3424287,3,05/18/2017 12:00:00 AM +0000,05/18/2017 12:00:00 AM +0000,7,OTHER,,5180120,POD HOTEL WILLIAMSBURG
33575,-73.9985435,40.75501992,0,,2,1029775,4,1089382,1,05/18/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,OTHER,,5180185,FOUR POINTS BY SHERATON MIDTOWN WEST
35971,-73.97269239,40.75437319,0,,1,1029776,4,1089688,1,05/18/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,OTHER,,5180143,BERNIC HOTEL
23088,-74.01269496,40.70934937,0,,2,1029777,4,1089248,1,05/18/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,OTHER,,5180135,COURTYARD BY MARRIOTT HOTEL DOWNTOWN MANHATTAN WORLD TRADE CENTER AREA
257530,-73.98817205,40.68956275,0,,2,1029778,4,3403492,3,05/18/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,OTHER,,5180243,HILTON BROOKLYN NEW YORK
9002269,-73.90231142,40.66478696,384,G,1,8300,3,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,NYCHA,39450501,0,C WOODSON PROJECTS COMPLEX
31153,-73.9517847,40.71324469,0,,1,1029779,4,3062535,3,05/18/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,OTHER,,5180244,LA QUINTA INN BROOKLYN WILLIAMSBURG
30478,-73.96409654,40.69186038,0,G,2,10593,7,3334961,3,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,NYPD,37215001,3069448,PRATT INSTITUTE
145030,-73.81749014,40.7370912,412,X,2,9528,7,4467560,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999313,0,QUEENS COLL DINING HALL
51648,-73.84758267,40.6842918,0,,1,5671,5,4188567,4,05/14/2009 12:00:00 AM +0000,06/06/2012 12:00:00 AM +0000,3,EMS,,209914,CROSS ISLAND YMCA BEACON CENTER
291857,-73.84049333,40.88607027,0,,2,1011348,2,2066190,2,03/09/2012 12:00:00 AM +0000,12/14/2015 12:00:00 AM +0000,2,DOE,,5131155,ONE WORLD MIDDLE SCHOOL AT EDENWALD
291857,-73.8405213,40.88616188,0,,2,1011349,2,2066190,2,03/09/2012 12:00:00 AM +0000,12/14/2015 12:00:00 AM +0000,2,DOE,,5131155,BAYCHESTER MIDDLE SCHOOL
133149,-73.81807893,40.73456975,412,X,2,9533,7,4467569,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999329,0,QUEENS COLL RAZRAN HALL
133149,-73.81748566,40.73496173,412,X,2,12503,7,4442884,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999319,0,QUEENS COLL COLWIN HALL
149632,-73.8185015,40.73464098,412,X,2,7850,7,4543599,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DoITT,45999346,0,QUEENS COLL HONORS CNTR
133149,-73.81813915,40.73547213,412,X,2,9706,7,0,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999340,0,QUEENS COLL QUAD
149383,-73.96810384,40.67232043,486,G,2,8470,2,3029665,3,05/14/2009 12:00:00 AM +0000,07/09/2013 12:00:00 AM +0000,3,OTHER,31975001,5124549,BROOKLYN PUBLIC LIB MAIN BRANCH
291933,-73.91621828,40.82158611,0,,2,1011544,8,0,2,03/14/2012 12:00:00 AM +0000,12/15/2015 12:00:00 AM +0000,4,OTHER,,0,PS 29 BALL FIELD
141511,-74.0364052,40.60668744,0,N,2,6124,5,0,3,05/14/2009 12:00:00 AM +0000,07/05/2013 12:00:00 AM +0000,12,NOAA,30022801,0,THE NARROWS
9005407,-74.09666672,40.64227043,113,X,2,18551,3,5001762,5,05/14/2009 12:00:00 AM +0000,07/24/2013 12:00:00 AM +0000,1,DCP,52181003,5121277,CASSIDY LAFAYETTE HSES BLDG 2
108188,-73.82028482,40.73477398,412,X,2,12814,7,4439904,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999316,0,QUEENS COLL SCIENCE BUILDING
155338,-74.11429493,40.56641945,0,,2,1026191,6,5145630,5,05/08/2015 12:00:00 AM +0000,05/08/2015 12:00:00 AM +0000,2,OTHER,,5075100,RICHMONDTOWN PREPARATORY SCHOOL
184,-74.24742551,40.50858352,0,,1,4177,1,5088266,5,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,9,EMS,,5165520,ST PAULS METHODIST CHURCH
32258,-74.00171623,40.73520608,0,,,1286,1,0,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,DPR,,0,MCCARTHY SQUARE
23852,-73.99275116,40.69460372,0,,1,3329,1,3335929,3,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,9,NYPD,,0,ST ANN & THE HOLY TRINITY CHURCH
168320,-73.90088597,40.67490989,0,,2,1026192,7,3083450,3,05/08/2015 12:00:00 AM +0000,05/08/2015 12:00:00 AM +0000,4,OTHER,,3111808,NORTH BROOKLYN YMCA COMMUNITY CENTER
24021,-73.99271052,40.69545365,0,,1,4743,15,3001917,3,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,2,DoITT,,3002861,IMAGINE EARLY LEARNING CENTER BROOKLYN HEIGHTS
74183,-73.89249397,40.7276298,0,,2,19522,4,0,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,EMS,,0,WALTERS 429-6749
90337,-73.81884324,40.73494427,412,X,2,9531,7,4439902,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999302,0,QUEENS COLL REMSEN HALL
149632,-73.81998475,40.73628009,412,X,2,9711,7,4439913,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999323,0,ROSENTHAL LIBRARY
42946,-73.90785659,40.6597023,0,,,17175,1,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,DPR,,0,UNITED COMMUNITY CENTERS YOUTH FARM
149632,-73.81682432,40.73488516,412,X,2,9710,7,4442883,4,05/14/2009 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,DCP,45999318,0,QUEENS COLL DELANEY HALL
38297,-73.96201966,40.81793458,34,,,17189,1,0,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,DPR,,0,RIVERSIDE PARK AT SAINT CLAIRE PLACE
116742,-73.8178042,40.73677225,412,X,2,1013206,7,4467564,4,06/06/2012 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,2,OTHER,45999348,0,QUEENS COLL ALUMNI HALL
34975,-73.95873287,40.72152407,0,,2,1029772,4,3061593,3,05/18/2017 12:00:00 AM +0000,05/19/2017 12:00:00 AM +0000,7,OTHER,,3078775,WILLIAMSBURG HOTEL
25805,-73.95837132,40.59406169,0,,,16487,2,3201770,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3255004,SKAZKA IV
145030,-73.81582232,40.73809379,412,X,2,12500,7,4439917,4,05/14/2009 12:00:00 AM +0000,05/22/2017 12:00:00 AM +0000,2,DCP,45999308,0,QUEENS COLL COLDEN CENTER
145030,-73.815803,40.73733345,412,X,2,9527,7,4439920,4,05/14/2009 12:00:00 AM +0000,05/22/2017 12:00:00 AM +0000,2,DCP,45999311,0,QUEENS COLLEGE SPEECH CLINIC
291857,-73.84057835,40.88640588,0,,2,1023924,2,2066190,2,12/24/2013 12:00:00 AM +0000,12/14/2015 12:00:00 AM +0000,2,DOE,,5131155,BRONX ALLIANCE MIDDLE SCHOOL
150927,-73.93406617,40.5839828,0,,2,18673,4,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,FDNY,,0,ANGELS BY THE SEA HOTL
13694,-74.11100406,40.64454176,0,,1,19057,2,0,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,NYPD,,0,CON ED PARKING LOT
145030,-73.8154207,40.73720579,412,X,2,12501,7,4439921,4,05/14/2009 12:00:00 AM +0000,05/22/2017 12:00:00 AM +0000,2,DCP,45999312,0,QUEENS COLL KING HALL
33967,-73.98904078,40.761306,0,,2,5730,3,1025091,1,05/14/2009 12:00:00 AM +0000,01/23/2012 12:00:00 AM +0000,3,NYPD,,1023994,ACTORS TEMPLE
42582,-73.91515115,40.64400049,508,X,1,7786,3,3337452,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,7,DCP,38477007,3320314,BK TERMINAL MARKET BUILDING F
36330,-73.96435045,40.75355977,0,,,2028,4,1040095,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,8,EMS,,1032574,TUNISIA MISSION
22556,-73.99023471,40.68522153,0,,,16614,2,3006144,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3007713,WARREN STREET CENTER FOR CHILDREN AND FAMILIES
145030,-73.81531945,40.73782745,412,X,2,9526,7,4439918,4,05/14/2009 12:00:00 AM +0000,05/22/2017 12:00:00 AM +0000,2,DCP,45999309,0,QUEENS COLL GOLDSTEIN THEATER
86864,-73.8466133,40.84797231,0,X,2,1027168,7,0,2,01/05/2016 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,23036518,0,EINSTEIN COLL BODY COMMUNITY GDN
145030,-73.81622502,40.73748078,412,X,2,14992,7,4439919,4,05/14/2009 12:00:00 AM +0000,05/22/2017 12:00:00 AM +0000,2,DCP,45999341,0,RATHAUS HALL
149924,-73.80396841,40.71656831,415,,2,1029788,12,4442431,4,05/22/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,11,OTHER,,5128120,QNS TACTICAL RESPONSE GROUP
77545,-73.89563357,40.82557714,0,,2,1029789,1,2005672,2,05/22/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,9,OTHER,,2010892,ASSEMBLY CHRISTIAN CHURCH
9000747,-73.98065969,40.5922385,236,G,2,8084,3,0,3,05/14/2009 12:00:00 AM +0000,05/23/2017 12:00:00 AM +0000,1,NYCHA,35895501,0,MARLBORO PROJ
73623,-73.90344066,40.72453454,0,,1,4044,1,4060503,4,05/14/2009 12:00:00 AM +0000,06/27/2011 12:00:00 AM +0000,9,EMS,,67846,HOLY CROSS RC CHURCH
23991,-73.99301277,40.69224008,0,,1,3285,1,3002546,3,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,9,NYPD,,3003657,ST ANNS EPISCOPAL CHURCH
9003995,-73.85129563,40.87114435,0,X,2,18456,1,0,2,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DCP,22976512,0,EASTCHESTER CHILDRENS CENTER
29649,-73.94861039,40.66903387,0,,,4606,2,3032953,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3040440,"KINGDOM MINISTRIES, INC. M.A.C.A.D.E.M.Y."
17634,-74.02277346,40.63299657,0,,2,9390,4,3146599,3,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,2,NYPD,,3190463,LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE
114000,-73.84663652,40.85054873,0,X,2,1027169,7,2097364,2,01/05/2016 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,23036502,0,EINSTEIN COLLEGE ULMANN CENTER
69187,-73.93583172,40.80259606,0,,,16793,2,1054655,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,1044982,ABC ROSIE&HARRY'S PLACE
9005063,-73.9182875,40.81398986,82,X,1,13044,3,2091070,2,05/14/2009 12:00:00 AM +0000,02/21/2013 12:00:00 AM +0000,1,DCP,25265707,2001068,BETANCES V HOUSES BUILDING 7
92850,-73.8132684,40.79085647,0,,2,1026194,6,4102674,4,05/08/2015 12:00:00 AM +0000,05/08/2015 12:00:00 AM +0000,2,OTHER,,114710,WHITESTONE ACADEMY
29008,-73.97318735,40.66935306,0,,2,11260,2,3025256,3,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,5,DoITT,,3031292,POLY PREP LOWER SCHOOL
16785,-74.03323132,40.62454615,0,,1,11490,17,3328998,3,05/14/2009 12:00:00 AM +0000,05/05/2015 12:00:00 AM +0000,2,EMS,,3197690,ADELPHI ACADEMY
109568,-74.06549165,40.58960721,0,,2,18817,4,0,5,05/14/2009 12:00:00 AM +0000,03/17/2016 12:00:00 AM +0000,4,NYPD,,0,SO BCH LIFEGRD/PK
143161,-74.00970514,40.74763076,0,N,1,14153,7,1085935,1,05/14/2009 12:00:00 AM +0000,10/17/2011 12:00:00 AM +0000,6,DCP,11030501,1015212,PIER 61
80240,-73.88780481,40.8543638,0,,2,13945,2,2012129,2,05/14/2009 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,3,DoITT,,2021916,BELMONT LIBRARY& ENRICO FERMI CULTURAL CENTER
116453,-73.88833383,40.8542592,0,,2,1002501,3,2012125,2,09/03/2010 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,7,OTHER,,2021909,ARTHUR AVE MARKET
167107,-73.91116501,40.6018971,0,,1,1022524,6,0,3,10/03/2013 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,6,NYPD,,5137771,SEA TRAVELR MARINA
9009818,-73.91501973,40.81160343,3579,G,1,1024808,3,0,2,06/16/2014 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,1,DCP,21191501,0,DR RAMON E BETANCES III-9 A
148198,-73.89890813,40.86002083,0,,1,2800,5,2094667,2,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,5,FDNY,,2024747,PARADISE HOTL
33182,-73.98391297,40.74133978,0,,1,1978,7,1018103,1,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,8,NYPD,,1020840,ARMORY-69 INFANTRY
28516,-73.95273088,40.63273846,3698,G,1,1025521,3,0,3,11/24/2014 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,2,DOE,30032001,0,MIDWOOD HS
185613,-73.73281476,40.74121349,0,,1,1026428,1,0,4,06/24/2015 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,10,OTHER,,0,CREEDMOOR HOSPITAL MAIN GATE
161451,-74.00299841,40.57300046,35,X,1,12311,10,0,3,05/14/2009 12:00:00 AM +0000,07/26/2011 12:00:00 AM +0000,4,DCP,37594503,0,SEA GATE BEACH CLUB POOL
146288,-73.90928419,40.88098656,0,N,2,1028074,3,2128216,2,07/06/2016 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,2,DOE,20053501,2095723,INTL LEADERSHIP CHARTER HS
29689,-73.95036132,40.68232118,0,,2,1027508,2,3052608,3,03/17/2016 12:00:00 AM +0000,03/17/2016 12:00:00 AM +0000,5,OTHER,,3065969,BAMBI DAY CARE CENTER BEDFORD STUYVESANT
23362,-74.00473299,40.71007208,421,X,1,6441,1,1001352,1,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,10,DCP,12507503,5127634,N Y U DOWNTOWN HOSP MAIN BLDG
36572,-73.9593024,40.76946173,0,,1,2423,4,1043968,1,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,7,NYPD,,1035200,ST MARYS RESID HTL
283015,-74.01303534,40.71264265,3683,X,1,1028632,6,1088469,1,10/26/2016 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,7,OTHER,14560117,5174154,WORLD TRADE CENTER W CONCOURSE
106891,-73.91280428,40.74901726,3961,G,1,1029074,2,4430613,4,01/05/2017 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,1,OTHER,,1208,PHIPPS GARDEN APARTMENTS
33247,-73.98177899,40.72788972,0,,,16122,2,1005162,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,1006383,TENTH STREET TOTS
18154,-74.01689478,40.70958654,0,,1,4295,2,1000055,1,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,5,DoITT,,1000276,BATTERY PARK CITY DAY NURSERY
156532,-73.824627,40.73711683,412,,1,1029548,7,4141868,4,03/31/2017 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,2,OTHER,,155610,QUEENS COLLEGE QUEENS HALL
309319,-73.88815467,40.76912615,414,X,1,1016769,4,4542125,4,11/02/2012 12:00:00 AM +0000,05/08/2017 12:00:00 AM +0000,6,OTHER,49753015,0,LGA PANYNJ MAINTENANCE BLDG
111554,-73.91403415,40.85221438,350,,1,1018013,3,2009057,2,01/14/2013 12:00:00 AM +0000,01/14/2013 12:00:00 AM +0000,1,OTHER,,2016299,UNIVERSITY AVENUE HOUSES BUILDING 2
195114,-73.93415119,40.81260779,0,,2,430,1,0,1,05/14/2009 12:00:00 AM +0000,11/07/2013 12:00:00 AM +0000,4,DPR,,0,HARLEM RIVER DRIVEWAY
8744,-74.14702557,40.62520135,0,,2,16753,5,5029213,5,05/14/2009 12:00:00 AM +0000,03/16/2011 12:00:00 AM +0000,7,EMS,,5037028,PERKINS RESTAURANT FOREST AV
309290,-73.88486277,40.77369169,414,X,1,14000,4,4542128,4,05/14/2009 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,DoITT,49753016,0,LA GUARDIA DELTA SHUTTLE
25816,-73.96146085,40.59807705,0,,2,16757,5,3193189,3,05/14/2009 12:00:00 AM +0000,03/09/2011 12:00:00 AM +0000,7,FDNY,,3244694,MCDONALDS AVE U
166874,-73.93324682,40.58349517,0,,2,4304,4,3248045,3,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,5,EMS,,3308363,PALM BEACH HOME FOR ADULT
9003482,-73.94988253,40.68834995,233,X,2,1016404,3,3392441,3,10/17/2012 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,1,OTHER,31192502,9104510,MARCY AV-GREENE AV SITE A BLDG-1
309290,-73.88576571,40.77356515,414,X,1,7865,4,4453833,4,05/14/2009 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,DoITT,49753011,0,LA GUARDIA MARINE AIR TERMINAL
156489,-73.85972527,40.57115545,0,,1,1019784,1,0,4,04/24/2013 12:00:00 AM +0000,04/24/2013 12:00:00 AM +0000,4,OTHER,,0,NEPONSIT MALL
269917,-73.93920543,40.67399418,0,,2,4761,3,3031082,3,05/14/2009 12:00:00 AM +0000,05/09/2013 12:00:00 AM +0000,5,DoITT,,3038260,FORT GREENE ALBANY NEIGHBORHOOD SENIOR CENTER
40424,-73.92125407,40.58906759,0,,,16776,2,3249464,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3310126,MISS JANET'S CHILD ENRICHMENT CENTER
59395,-73.77764815,40.68450816,0,,1,1019745,1,4267894,4,04/23/2013 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000,9,OTHER,,350439,NEW HOPE LUTHERAN CHURCH
29784,-73.94671583,40.68202156,0,,2,4318,2,3322633,3,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,5,DoITT,,3066467,ROSE F KENNEDY FAMILY CENTER
23658,-73.99821503,40.69292604,0,,2,4323,2,3002274,3,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,5,DoITT,,3003360,ST ANNS PRE SCHOOL
309285,-73.88824473,40.77025836,414,X,1,1016766,4,4542118,4,11/02/2012 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,OTHER,49753012,0,LGA N W AIRLINES EQUIPMENT ROOM
173000,-73.94107805,40.80072353,0,N,2,14346,1,1054360,1,05/14/2009 12:00:00 AM +0000,05/07/2013 12:00:00 AM +0000,11,NYPD,10006001,1044433,PCT 25
309285,-73.88712604,40.76990759,414,X,1,1016767,4,4542121,4,11/02/2012 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,OTHER,49753013,0,LAGUARDIA BUILDING 82
309290,-73.88788701,40.77127141,414,X,1,1016768,4,4542123,4,11/02/2012 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,OTHER,49753014,0,LA GUARDIA BUILDING 28
100008,-73.75806296,40.72154208,0,,,15848,9,0,4,05/14/2009 12:00:00 AM +0000,07/11/2013 12:00:00 AM +0000,4,DoITT,,0,BELLAIRE PLAYGROUND
86031,-73.86555895,40.84702326,0,,2,3948,1,2043532,2,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,9,EMS,,2047758,ST MARTHAS CHURCH
49034,-73.8936166,40.70430235,0,N,2,13723,1,4088186,4,05/14/2009 12:00:00 AM +0000,05/07/2013 12:00:00 AM +0000,11,EMS,40010601,98076,PRECINCT 104
50168,-73.85733913,40.63276507,0,N,2,6978,5,3000000,3,05/14/2009 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,12,OTHER,33865001,0,ELDERS POINT MARSH
158704,-73.98998477,40.72304578,0,,2,1018364,3,1005618,1,01/30/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,3,OTHER,,1007073,SUNSHINE CINEMA
95647,-73.82838017,40.88184209,0,,2,2799,4,2072410,2,05/14/2009 12:00:00 AM +0000,03/23/2016 12:00:00 AM +0000,7,EMS,,2081424,TOWN COUNRTY HOTEL
77549,-73.89441768,40.82491513,0,N,2,457,9,0,2,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,21290001,0,TIFFANY PLGD
9006456,-73.8687811,40.81813432,316,,2,1017924,6,2092647,2,01/09/2013 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,5,OTHER,,5142491,SOUNDVIEW COMMUNITY CENTER
5390,-74.16334113,40.61068085,0,N,2,678,9,0,5,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,50001001,0,P S 60 ALICE AUSTEN PLAYGROUND
79644,-73.90601116,40.87185163,0,N,2,488,9,0,2,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,21282501,0,RIVERBEND PG
290371,-74.06873286,40.60122197,0,,1,1025610,17,5107484,5,12/17/2014 12:00:00 AM +0000,12/07/2015 12:00:00 AM +0000,2,OTHER,,9208296,ST JOHN VILLA ACAD
293035,-73.87794976,40.64751026,0,,,4823,6,3343608,3,05/14/2009 12:00:00 AM +0000,12/22/2015 12:00:00 AM +0000,5,EMS,,3133258,STARRETT CITY CTR
293005,-74.11535358,40.54819416,0,N,1,19547,4,0,5,05/14/2009 12:00:00 AM +0000,12/22/2015 12:00:00 AM +0000,4,EMS,50008801,0,GREAT KILLS BEACH
309285,-73.88835483,40.76933109,414,X,1,1016770,4,4542129,4,11/02/2012 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,OTHER,49753017,0,LA GUARDIA BUILDING 84
293035,-73.87799992,40.64754574,0,,,14676,3,3343608,3,05/14/2009 12:00:00 AM +0000,12/22/2015 12:00:00 AM +0000,5,DoITT,,3133258,JASA - STARRETT CITY
33662,-73.9965103,40.75394608,0,,,1241,4,1012860,1,05/14/2009 12:00:00 AM +0000,08/12/2013 12:00:00 AM +0000,13,EMS,,0,19 PENN PL
309285,-73.88774935,40.77051115,414,X,1,1016771,4,4542131,4,11/02/2012 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,OTHER,49753019,0,LGA BUILDING 85
9007495,-73.90022334,40.87972203,160,,2,15124,3,2086835,2,05/14/2009 12:00:00 AM +0000,10/01/2013 12:00:00 AM +0000,5,DoITT,,5141657,FORT INDEPENDENCE SENIOR CENTER
292984,-73.87849199,40.67753366,0,,,1356,1,0,3,05/14/2009 12:00:00 AM +0000,12/22/2015 12:00:00 AM +0000,4,DPR,,0,SHIELD OF FAITH
309290,-73.88865727,40.77177818,414,X,1,1016772,4,4542133,4,11/02/2012 12:00:00 AM +0000,05/04/2017 12:00:00 AM +0000,6,OTHER,49753020,0,LAGUARDIA PANYNJ ELECTRICAL UNIT
18428,-73.98600752,40.57308087,0,N,1,14785,10,3189656,3,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,EMS,31379501,3240778,ABE STARK CENTER
